No.,text,username,timestamp,URL,Label by Human,Labels
83,"My WTF side job is urgently hiring 200 casuals to work on the big national Graduate Outcomes Survey, so if anyone wants an extra few quid between now and December drop me a DM.",‪Stoat‬,"August 12, 2024 at 8:13 AM",https://bsky.app/profile/applecake.bsky.social/post/3kzjhp6d4vo2g,1,[]
84,"If you're looking for a job in B2B software Sales/Go-To-Market, DM me #jobs #Jobsky #hiring
",‪Remember the big cow? 🇵🇸‬,"September 18, 2025 at 2:32 PM",https://bsky.app/profile/thebigcow.bsky.social/post/3lz4ydhgzg22u,1,[]
85,"hi friends. if ur 18+ and looking for a job or a side hustle, my business is hiring! we work with onlyfans models as assistants/managers so u dont have to worry about anyone finding out who u are. rn i'm mostly looking for chatters but also people to handle social media. 
dm me!
",‪🎀 Princess Avalie Grace 🎀‬,"April 18, 2025 at 12:08 AM",https://bsky.app/profile/avaliegracehypno.bsky.social/post/3ln2qpb37fk2q,2,[]
86,"I love that my job, as in what i get paid to do(!), is to go to Meetups and talk to all of you awesome people about something I already love talking/learning about...#kubernetes. Does this sound like something you'd like to do too? We're hiring at @tigeraio. 😉 DM me for details!",‪Brandon B. Jozsa‬,"November 16, 2024 at 9:57 PM",https://bsky.app/profile/v1k0d3n.bsky.social/post/3lb4fvoxdvo2g,0,[]
87,We’re hiring a Team Lead at the GESIS Computational Social Science department 🌐 Passionate about open science & innovative methods for digital behavioral data? Join us to shape the future of CSS! 💻📊 ❓ Questions? Contact me via DM or mail 👉 Job ad: www.hidden-professionals.de/HPv3.Jobs/ge...,‪Sebastian Stier‬,"December 4, 2024 at 5:41 PM",https://bsky.app/profile/sebstier.bsky.social/post/3lcj7yalbrc2s,0,[]
88,"Might be hiring a part time junior PM in January. Starting at 1 day a week. DM me for job description, etc!",‪John Rudolph Drexler‬,"December 16, 2024 at 5:39 PM",https://bsky.app/profile/did:plc:wubzpn3pqh4i6jkmehotekof/post/3ldhfhdokus2d,0,[]
89,Come work with us at MSR AI Frontiers and help us figure out reasoning! We're hiring at the Senior Researcher level (eg post phd). Please drop me a DM if you do! jobs.careers.microsoft.com/us/en/job/17...,‪Dimitris Papailiopoulos‬,"February 21, 2025 at 10:48 AM",https://bsky.app/profile/dimitrisp.bsky.social/post/3lip5qwafos2j,0,[]
90,"Hey yall...

So I work at the JW Marriott in DC and they are in a bit of a hiring spree.

If you live in the DC area and can use a job (full time or part time), DM me on telegram (link in profile)","‪Shado Cat :3 🔜 AC, MPX, BLFC?‬","August 22, 2023 at 10:23 PM",https://bsky.app/profile/shadocat.bsky.social/post/3k5lr7kbqdw2r,1,[]
91,"I am hiring! 🎓

We offer a fully funded PhD student position to work on exciting machine learning projects utilizing rich, multimodal real-life health data, based at 
@fimm-uh.bsky.social
 in Helsinki, Finland, the happiest country in the world 🇫🇮

jobs.helsinki.fi/job/Helsinki...

Feel free to DM me!",‪Tuomo Hartonen‬,"August 28, 2025 at 8:32 AM",https://bsky.app/profile/tuomohartonen.bsky.social/post/3lxhkfygtwk2f,0,[]
92,"My current job is hiring for another position on my team. 17/hr, fully remote in USA, medical document review and phone calls are primary job functions. If we're mutuals or have at least talked in the past, or idk you just promise not to be weird and doxx me to my job, DM me for a link.","‪lane, venus barbata‬","February 19, 2025 at 6:44 PM",https://bsky.app/profile/seaofceres.bsky.social/post/3likxexqnak2y,1,[]
93,Journalism Job Alert: Law360 is hiring a new reporter to cover tax issues in the EU on a short-term basis. Position will be based in Brussels and will last for six months. Feel free to DM me a CV if you're interested or ask me questions about working here.,‪Todd Buell‬,"November 16, 2023 at 9:42 AM",https://bsky.app/profile/toddbuell.bsky.social/post/3kecs6e2dwc2e,0,[]
94,"We at Huawei Ireland Research Center are Hiring.
If you want to chat re any Roles, drop me a DM .
Great team, cutting edge real-world research

Job Openings here
lnkd.in/e5GCU42Q
lnkd.in/e9ytFTEN",‪David smith‬,"May 20, 2025 at 2:07 PM",https://bsky.app/profile/davidivorsmith.bsky.social/post/3lpmokeze5k2r,0,[]
95,📣 NOW HIRING: Chicago #gaming content creators! My [Fortune 500 company] is hiring for 2 (TWO) in Chicagoland! ✨Benefits ➕ $60-75k ➕ MOSTLY remote (some days you'll go to the downtown #Chicago studio) DM me if interested & I'll send the #job description!,‪𝒦𝒾𝓂𝒾 ♡‬,"February 3, 2025 at 6:21 PM",https://bsky.app/profile/kimikimi-more.bsky.social/post/3lhconswqok2h,0,[]
96,"🚨 Good Job Alert: Our client @MimeoPhotos is hiring a Director of Development to oversee their macOS / iOS apps for printing photobooks, cards, and calendars. Remote, NYC, or Memphis. If you’re interested, shoot me a DM. www.mimeo.com/careers/jobs...",‪chroma 🌈‬,"November 24, 2024 at 7:01 AM",https://bsky.app/profile/mbbischoff.com/post/3lboxkanu4y2g,0,[]
97,The Cap Times is #hiring a K-12 education reporter. DM me with any questions and find the job listing here: journalismjobs.com/1690965-educat…,‪Erin McGroarty‬,"June 18, 2025 at 11:41 AM",https://bsky.app/profile/erinmcgroarty.bsky.social/post/3lrvdvy243c2m,0,[]
98,"UTCS is hiring in all areas, including PL! Please DM me if you are on the job market this year and interested in joining our wonderful department :)",‪Isil Dillig‬,"October 22, 2025 at 3:39 PM",https://bsky.app/profile/idillig.bsky.social/post/3m3slwmwoek2h,0,[]
99,"hi friends. if ur 18+ and looking for a job or a side hustle, my business is hiring! we work with onlyfans models as assistants/managers so u dont have to worry about anyone finding out who u are. rn i'm mostly looking for chatters but also people to handle social media. dm me!",‪the dollhouse‬,"April 18, 2025 at 12:08 AM",https://bsky.app/profile/dollhousecreators.com/post/3ln2qpo5i622q,2,[]
100,"University of Utah Dept of Sociology and Criminology is hiring a tenure track assistant professor! I’m happy to chat and answer any questions about the job, SLC, etc. DM or email me.

PS: we are a great group of colleagues to have 😁

Link:

utah.peopleadmin.com/postings/187...",‪Katie Durante 🍹🦕‬,"September 4, 2025 at 3:53 PM
",https://bsky.app/profile/professorkd.bsky.social/post/3lxzwegtrcc2i,0,[]
101,"🚨 Hiring in Manufacturing? 🚨

Streamline your recruitment process with expert support! I’ll help craft job ads, screen candidates, and schedule interviews all while keeping your pipeline organized. Let’s get the skilled talent you need, faster!

📩 DM me to learn more. ",‪MNMatch‬,"January 27, 2025 at 3:03 PM",https://bsky.app/profile/mnmatch.bsky.social/post/3lgqqd2kuw224,1,[]
102,"🚨🚨Journalism job alert: 

Come work with us at Fierce Healthcare. We're hiring a staff writer to cover payers + health tech. You can work remotely! 

DM me with questions! ...",‪Anastassia Gliadkovskaya‬,"November 22, 2024 at 3:03 PM",https://bsky.app/profile/gliadkovskaya.bsky.social/post/3lbkrjrlp5n24,0,[]
103,My day job is hiring. If you're looking for a corporate full stack developer job DM me for more details.,‪Melodic Noise Media‬,"March 24, 2025 at 4:46 PM",https://bsky.app/profile/melodicnoise.bsky.social/post/3ll5mtuajfc2n,0,[]
104,"Scientific American is hiring! A senior tech reporter, to be exact. It's a great writing job with great colleagues and huge impact. Please spread the word and DM me with any questions. Here's the official ad: springernature.wd3.myworkdayjobs.com/SpringerNatu...",‪Josh Fischman‬,"January 23, 2025 at 8:07 PM",https://bsky.app/profile/jfischman.bsky.social/post/3lgh7gmax722n,0,[]
105,"Are you a mom looking for WFH job, we’re currently hiring at driveline solutions. Be sure to send me a dm if this is something you’re interested on",‪REBECCA‬,"February 2, 2025 at 5:35 PM
",https://bsky.app/profile/drivelinesolution.bsky.social/post/3lha3m3to4k2h,0,[]
106,"Interested in @AltacJobs applying data analysis skills to federal court data? We’re hiring a data resources specialist. It’s a term one-year position with possibility of renewal. DM me with questions. 
Salary = $105k.
JOB AD: www.usajobs.gov/job/746552400",‪Jason Cantone‬,"September 4, 2023 at 8:25 PM
",https://bsky.app/profile/jasoncantone.bsky.social/post/3k6maooq6qn2j,0,[]
107,Job hunting #PR pros in ATL. I know of an agency seeking a mid-level AS/Director. DM me if interested. #hiring,‪JonesyJen‬,"February 13, 2025 at 7:29 AM",https://bsky.app/profile/jonesyjen.bsky.social/post/3li2ovaxi7225,0,[]
108,"💼 Any experienced Shopify Devs looking for a job or job change? We're hiring! Mention below or DM me, please.",‪Nick Harris‬,"November 14, 2024 at 1:43 PM
",https://bsky.app/profile/nickharris.bsky.social/post/3lawjedwzpr22,0,[]
109,"Melbourne is hiring more teaching-focused faculty! The positions are new and offer lots of opportunities, please email/DM me or 
@dprbyrne.bsky.social
 for more info!

Official job ad below

jobs.unimelb.edu.au/en/job/91433...",‪Victoria Baranov‬,"October 26, 2023 at 7:17 AM",https://bsky.app/profile/vicbar.bsky.social/post/3kcnmwb5hqf2u,0,[]
110,"UConn's Computational Biology Core is hiring a core scientist. We do research, training, and support users of our HPC. The position will be focused on supporting UConn Health. Please reskeet, and DM me if you have questions. 

jobs.hr.uconn.edu/cw/en-us/job...",‪Noah Reid‬,"October 10, 2024 at 11:38 AM",https://bsky.app/profile/noahreid.bsky.social/post/3l666p36n542u,0,[]
111,JOB ALERT: FSU is hiring another tenure-track music theory professor! I am happy to answer any questions and chat about the job. Come on down! (also can someone post this on threads and mastodon and hamburps etc.🫠),‪julianne‬,"September 13, 2023 at 11:52 AM
",https://bsky.app/profile/hoagietime.bsky.social/post/3k7by7evjbj2z,0,[]
112,"JOURNALISM JOB:

Pink Triangle Press (Xtra's parent company) is hiring a Community Manager to work on an exciting new health content project. 

Remote full-time work. Must be based in Canada, must be bilingual in English/French. 

DM me if you have any Qs! 

  www.linkedin.com/jobs/view/41...
",‪Mel Woods‬,"January 10, 2025 at 1:48 PM
",https://bsky.app/profile/melwoods.me/post/3lffu7daps22x,0,[]
113,"🚀 Career moves await! Federal & private sectors are hiring for: 

Clinical Psychologist – Program Manager 
Supervisory Speech-Language Pathologist 
Senior Capture Manager 

Check full job descriptions here: tinyurl.com/2fz7h369 

DM me. Let’s get you HIRED!
#ccCareerSolutions #GetHired",‪Camille Roberts‬,"November 7, 2025 at 12:40 PM",https://bsky.app/profile/camilleroberts.bsky.social/post/3m52mr6sipy2e,0,[]
114,"UW Mechanical Engineering is hiring! We have multiple faculty positions available, including one in medical imaging physics. Please feel free to DM me with any questions and hope you help spread the word! Come join us in Seattle 🌧️ 

www.me.washington.edu/about/job-op...",‪Mehmet Kurt‬,"November 12, 2024 at 10:41 AM",https://bsky.app/profile/kurtlab.bsky.social/post/3lar6aryoic2i,0,[]
115,"Are you looking for a job in a non-profit scholarly association in the DC area? My association is hiring for two positions right now: a membership manager and an accounting specialist. Competitive pay, great benefits, and an honestly fantastic bunch of people to work with. DM me for details.",‪Charles Louis Richter‬,"February 5, 2025 at 1:04 PM",https://bsky.app/profile/richterscale.bsky.social/post/3lhh5twlkkc2m,0,[]
116,"We’re hiring postdocs and a lab tech! Experimental & computational people welcome; come learn about GPCRs, cryoEM, MD/FEP, drug discovery, method development and more! Feel free to DM me for more info.
jobs.bcm.edu/job-invite/1... jobs.bcm.edu/job-invite/1...

Please RT!",‪Michael J. Robertson‬,"March 4, 2024 at 9:08 AM
",https://bsky.app/profile/biophysicsguy.bsky.social/post/3kmut352gj22o,0,[]
117,"If anyone's looking for a online, full remote, full benefits job teaching, guaranteed to never be in person, please DM me.  My company's hiring","‪Rad O'Brien, Chief Engineer 🔵‬","February 13, 2025 at 2:06 PM",https://bsky.app/profile/radobrien.myatproto.social/post/3li3f3fmnvs2d,1,[]
118,"Cincinnati is hiring! I’ve only been here for a few months, but if you have any questions about the department or Cincinnati generally feel free to DM me! 🥳

philjobs.org/job/show/24834
",‪Bri the Coffee Rat ☕️🐀‬,"October 10, 2023 at 8:53 PM",https://bsky.app/profile/brilarson.bsky.social/post/3kbgt2fweqw2d,0,[]
119,"Truly if you are looking for some steady work please dm me. I just need help around the house since I’m in the wheelchair, while 
@jjorbles.bsky.social
 is at work sometimes when he’s home. House is easy enough to keep clean, it’s a very easy job with good pay & flexibility. Dm or text me hiring ASAP",‪✡️Sprinkle Sprinkle Barbie לֵאָה (kawaii arc)👩🏽‍🦽‬,"February 17, 2025 at 4:43 PM",https://bsky.app/profile/sarcasticbarbie.bsky.social/post/3lifppetqic2p,2,[]
120,Come work with me! 538 and ABC News are hiring a politics editor: jobs.disneycareers.com/job/washingt... DM or email with any questions!,‪Nathaniel Rakich‬,"May 21, 2024 at 9:25 AM",https://bsky.app/profile/baseballot.bsky.social/post/3ksyuzs2cto2h,0,[]
121,"Hey I’m hiring a 4-year PhD student in #astronomy at UCC to work on studying massive black holes in cosmological simulations! Fast turn around on this bc it is so late (due 6 June) but please pass on to any interested and qualified students! Feel free to dm/email me! 🔭🧪 

www.ucc.ie/en/astro/job...",‪Michael Tremmel‬,"May 8, 2025 at 12:26 PM",https://bsky.app/profile/michaeltremmel.bsky.social/post/3loodc43ee22i,0,[]
122,"Unique job alert! I know a fairly small org that's doing very impactful work in the tech hiring space. 

They need an *experienced* sales leader/director to build and own relationships with the companies they work with. 

DM me or email alex@indyhall.org for a link to apply.",‪Alex Hillman‬,"March 31, 2021 at 10:53 PM",https://bsky.app/profile/alexhillman.com/post/3l72ikgxpoy2v,0,[]
123,"at this point id happily trade sexual favors for a job. morally dubious hiring managers in the KC metro area, dm me!",‪🍁🐝Piper🐝🍁‬,"August 13, 2024 at 2:30 AM",https://bsky.app/profile/jazzguineapig.bsky.social/post/3kzlezqjxs22t,2,[]
124,"Snyk is hiring in Zurich 🇨🇭 

If you're following me as a TS / JavaScript dev then Senior Managers with TypeScript could still be considered for the job with strong system design skills.

Apply to the open role via QR or DM me your CV and I'll push it internally as a referral",‪Liran Tal‬,"September 16, 2025 at 2:00 PM",https://bsky.app/profile/lirantal.com/post/3lyxvmysc5w23,0,[]
125,Hello all: we are unexpectedly hiring for a freelance Database and Maps Editor. Ideally a full time commitment and someone with games media experience already. Full Job post: www.gamerguides.com/jobs/freelan.... Retweets appreciated. DM me for any questions. Laguna says thanks!,‪Claire Farnworth‬,"January 22, 2025 at 9:15 AM",https://bsky.app/profile/claire.gamerguides.com/post/3lgdkjnb4m22y,0,[]
126,"Oslo Met is hiring an associate prof in econ! What a nice department. Deadline 26 Nov. If you want to know more about life in a Nordic utopia feel free to dm me 
www.oslomet.no/en/work/job-...",‪Laura Derksen‬,"November 7, 2023 at 6:54 AM",https://bsky.app/profile/lauraderksen.bsky.social/post/3kdlulqthhv2t,0,[]
127,We are hiring! My team supports scientists around career defining communication moments (eg job- and ERC interviews and keynotes). We want to establish a pool of freelance graphic designers with academic experience to help us with PPT slides and illustrations. Interested? DM me or reply below,‪Hermen Visser‬,"November 29, 2024 at 2:13 PM",https://bsky.app/profile/hermenvisser.bsky.social/post/3lc4bzwkxzs2r,0,[]
128,"MyLondon are hiring for something similar to my last role. It’s a cool gig with nice people

DM me if you have questions and do fwd to journos you think would be keen (esp. those from under-represented groups)
jobs.reachplc.com/job-descript... #journojobs",‪Josiah Mortimer‬,"November 22, 2024 at 6:51 PM",https://bsky.app/profile/josiah.writes.news/post/3lbl6bfjqap2x,0,[]
129,"If you or anyone you know is looking for a new position as a Senior Software Engineer in the great state of Michigan, my company is hiring. DM me for link to the job description.",‪Wendycado 🥑‬,"November 11, 2024 at 11:00 AM",https://bsky.app/profile/wendishen.bsky.social/post/3laootdv4tf22,0,[]
130,"We’re hiring a tenure track faculty in higher education at SHU. 

DM me for details! 

Forward widely to students and colleagues. jobs.shu.edu/cw/en-us/job...",‪david i. backer‬,"November 5, 2025 at 8:37 AM",https://bsky.app/profile/schooldaves.bsky.social/post/3m4v6ags6mc2k,0,[]
131,"Interested in OpenTelemetry? Wanna work with me? We're hiring for the Observability team at Heroku. We're building tooling for internal teams, and the org culture is the most supportive I've ever experienced anywhere.

Job posting to come, but DM me if you're interested!",‪Jeremy Morrell‬,"September 6, 2023 at 2:36 PM",https://bsky.app/profile/jeremymorrell.dev/post/3k6qo4xicwh25,0,[]
132,My job is hiring for a senior executive assistant. DM me your LinkedIn profile if you're interested!,‪Espada#007‬,"December 3, 2024 at 12:16 PM",https://bsky.app/profile/capricorn007.bsky.social/post/3lcg5dkkams2r,0,[]
133,If I know any youth/collection development librarians that might be into a Cleveland based hybrid job my team is hiring. 2 days/wk in office. Dm me,‪Beth‬,"August 17, 2023 at 3:29 PM",https://bsky.app/profile/bethreads.bsky.social/post/3k56hrngy5n22,0,[]
134,"🚨 The ReCiv project is hiring soon!

I am looking for a #postdoc to work at QUB with me and superstar Wiebke Marie Junk on the resilience of interest groups

sites.google.com/view/michele...

Benefits include:
- Fab project 🤯
- Great colleagues 😊

Job-ad out soon
Feel free to drop me a dm for Qs",‪Michele Crepaz‬,"August 29, 2024 at 5:43 PM",https://bsky.app/profile/michelecrepaz.bsky.social/post/3l2v7igt43r2n,0,[]
135,"Microsoft is hiring a remote Executive Business Administrator to support a CVP on the Azure Fleet Capacity team! Strategic leadership support, stakeholder coordination, and more!  
Need help? DM me! 
Job announcement: f.mtr.cool/injbimyowk
#MicrosoftCareers #ccCareerSolutions
",‪Camille Roberts‬,"June 13, 2025 at 11:40 AM",https://bsky.app/profile/camilleroberts.bsky.social/post/3lrirjcanu322,0,[]
136,"Nice to meetcha pandacabra! DM me if you want to talk job hunt, I'll be happy to take some info and pass along to other hiring managers if I spot a potential fit.",‪Revanche‬,"June 23, 2025 at 1:01 AM",https://bsky.app/profile/revanche.bsky.social/post/3lsasgz5wn22e,0,[]
137,"We're #hiring a new Head of the Sovereign Tech Fund! 🚀

The #SovereignTechFund is the flagship program of the Sovereign Tech Agency. Since 2022, we've invested in critical #opensource infrastructure—from curl to FreeBSD to technologies like DNS powering the web—to strengthen #digitalsovereignty. 1/3","Sovereign Tech Agency
","November 6, 2025 at 6:35 AM",https://bsky.app/profile/sovereign.tech/post/3m4xhudkjgk2t,0,[]
138,"Job alert! 

@ischoolui.bsky.social
 is hiring in 4 areas this year

Early literacies: illinois.csod.com/ux/ats/caree...

Information behavior/HCI/UX: illinois.csod.com/ux/ats/caree...

Information, Culture & Society: illinois.csod.com/ux/ats/caree...

Open IS: illinois.csod.com/ux/ats/caree...",‪Ryan Cordell‬,"November 6, 2025 at 10:54 AM",https://bsky.app/profile/ryancordell.org/post/3m4xwdlcnts2n,0,[]
139,"🚨Job alert🚨 

The lab has up to *3 postdoc openings* for comp systems neuroscientists interested in describing and manipulating neural population dynamics mediating behaviour

This is part of a collaborative ARIA grant ""4D precision control of cortical dynamics""

euraxess.ec.europa.eu/jobs/383909",‪Juan Gallego‬,"November 4, 2025 at 12:11 PM",https://bsky.app/profile/juangallego.bsky.social/post/3m4szpo5fds2w,0,[]
140,"🚨JOB ALERT : ENGINEERING SEISMOLOGIST 🚨

Come and work with us in the Seismic Hazards Program at the California Geological Survey! 

💰 $6,488 - $12,215 / month

📆 Application due: 11/17/2025

calcareers.ca.gov/CalHrPublic/...",‪Dr. Wendy Bohon‬,"November 5, 2025 at 3:30 PM",https://bsky.app/profile/drwendyrocks.bsky.social/post/3m4vvdo76e226,0,[]
141,"My lab at Indiana University is searching for a *postdoc* and *technician* to contribute to our work studying the evolution of social behavior using fruit flies as a model system. Details below, feel free to email me with any questions! More info on our research: saltzlab.com","Julia Saltz
‪","November 5, 2025 at 11:56 AM",https://bsky.app/profile/juliasaltz.bsky.social/post/3m4vjdhrfbs23,0,[]
142,"JOB ALERT 🚨

Hiring my first nurse for a virtual mental health program focused on eating disorders! 💚

Part-time | Equipment provided | Multi-state licensing support included.

Looking for a strong LPN w/ sharp critical thinking, time management, & virtual communication skills.",‪⚜️ 𓆤 Dime the Fit Nurse ⚜️ 𓆤‬,"November 5, 2025 at 12:29 PM",https://bsky.app/profile/trainlikedime.bsky.social/post/3m4vl6lrv4c25,0,[]
143,"*Job alert* We are advertising two opportunities 
@manchester.ac.uk
, linked to the JUST centre (www.just.ac.uk)
- A Post-Doctoral Research Associate on Social & Built Infrastructure  (www.jobs.manchester.ac.uk/Job/JobDetai...)
- A PhD on Green Skills & Communities (www.findaphd.com/phds/project...)",‪Stefan Bouzarovski‬,"November 6, 2025 at 5:59 AM",https://bsky.app/profile/stefanb23.bsky.social/post/3m4xfvexh5c2a,0,[]
144,"🚨 Job Alert!

We're recruiting a part-time freelance managing editor to join the CEH editorial team. 

Applications are due by 30 November 2025.

Full details and application process here:

www.cambridge.org/core/journal...",‪Contemporary European History‬,"November 3, 2025 at 7:36 AM",https://bsky.app/profile/conteurohistory.bsky.social/post/3m4pzwchvbk2e,0,[]
145,"🚀 New Job Alert! 

1nHealth Inc. is hiring a Senior Full Stack Developer to work with React and Laravel. Join a mission-driven team aiming to improve global health outcomes. Remote work available! 

Apply here: larajobs.com/job/3760",‪Larajobs‬,"November 6, 2025 at 11:24 AM",https://bsky.app/profile/larajobs.com/post/3m4xy2o74hz2i,0,[]
146,"Job alert 🚨 
MU is recruiting a Teaching & Learning Librarian. 

This is a permanent, full-time position offering the opportunity to develop a wide range of skills, valuable experience, and build professional expertise! 

More info lnkd.in/empMXqVS",‪Saoirse de Paor‬,"November 8, 2025 at 4:07 AM",https://bsky.app/profile/saoirsedepaor.bsky.social/post/3m54ajj75fc2y,1,[]
147,"📢📢📢 Job alert !! 📢📢📢

We are looking for a new member of our research team (doctoral student or postdoc) whose focus will be on LED fabrication and characterisation.

For further particulars, please check the job ad: www.tu-chemnitz.de/verwaltung/p...

⏰ Deadline 27 Nov. 2025",‪Simon Kahmann‬,"November 3, 2025 at 10:46 AM",https://bsky.app/profile/skahmn.bsky.social/post/3m4qeijxsyk2c,0,[]
148,"🚨Journalism job alert🚨

We're looking for a reporter at CFO Brew with experience covering corporate finance. 

Like not having to be on the hamster wheel of content, and instead write process stories and profiles and features? Come work with us!

jobs.lever.co/morningbrew/...",‪Josh Sternberg‬,"November 3, 2025 at 9:51 AM",https://bsky.app/profile/joshsternberg.com/post/3m4qbhrpok22f,0,[]
149,"Follow
🚨Tenure track job. Final alert🚨
The 
@cuny.edu
 
@baruch.cuny.edu
 history department is accepting applications for the position of assistant professor of the history of South Asia. Deadline is NOVEMBER 15.
cuny.jobs/new-york-ny/...",‪Baruch History Department‬,"November 3, 2025 at 9:51 AM",https://bsky.app/profile/baruchhistory.bsky.social/post/3m4qbh7mkcs2g,0,[]
150,"🚀 New Remote Job Alert!

💼 Field Marketing Executive - UK & I

🏢 Samsara

🌍 UK 

📁 Customer Experience

💰 £45,000 - £65,000

#RemoteJobs #RemoteWork #WorkFromHome #Hiring #JobOpportunity

Apply now: https://customerremotejobs.com/job/samsara-field-marketing-executive-uk-i",CustomerRemoteJobs.com,"November 15, 2025 at 4:00 PM",https://bsky.app/profile/customerremotejobs.bsky.social/post/3m5p3nlawl42e,1,[]
151,"Remote job alert!
work from home, flexible hours!
join our team, competitive pay!
reliable internet required
apply now, start your journey!
be part of something amazing!",‪@customerremotejobs.bsky.social‬,"November 5, 2025 at 6:02 AM",https://bsky.app/profile/terma95.bsky.social/post/3m4uvklhb7m24,1,[]
152,"No Office, No Boss – Just Data Entry and Income! Numeric Data Entry: Focuses primarily on numbers. Think of accounting clerks entering invoices, financial, Alphanumeric Data Entry: ...Read more: worldwidehomeoffice.blogspot.com/2025/09/data... #WorkFromHome  #RemoteJobsUSA #dataentryjobs",jayantkrshah.bsky.social,"November 10, 2025 at 9:25 AM",https://bsky.app/profile/jayantkrshah.bsky.social/post/3m5btd4ggf22l,2,[]
153,"Want to come and work with me at supabase? We’re looking for a docs engineer! A couple more days and we’ll close the job ad, so get those applications in quick! jobs.ashbyhq.com/supabase/65b... Fully remote, great company, open source at heart, and you get to work with me! (Yay?)",Chris Chinchilla,"November 9, 2025 at 10:17 AM",https://bsky.app/profile/chrischinchilla.bsky.social/post/3m57fp7sftt26,0,[]
154,New job title: The Boss. ✨ It's time to call your own shots. We're hiring for a remote opportunity where you are in control. #AOSouth #Hiring #BeYourOwnBoss #Entrepreneur #CareerGoals #BossLife Link in bio for a new career opportunity with AOSouth!,AOSouth,"November 7, 2025 at 5:02 PM",https://bsky.app/profile/aosouththrive.bsky.social/post/3m533fyjbda24,2,[]
155,"The best work perk? Being home for dinner. Every. Single. Night. 🍽️❤️ This is the goal. This is the ""why."" At AOSouth, we're building careers that fit into a happy life. Learn more: aosouth.life #WorkToLive #AOSouth #WFHPerks #FamilyDinner",AOSouth,"November 6, 2025 at 11:03 AM",https://bsky.app/profile/aosouththrive.bsky.social/post/3m4xwujem7q2g,2,[]
156,No commute. No dress code. Bills pilling up? Here your Opportunity. Opportunity is Knocking: shorturl.at/VmLey #WFHSuccess #MindsetMatters #StartToday #RemoteOpportunity #CareerShift #BuildYourEmpire #ClickTheLink #FlexibleCareer #SideHustleLife #ThisIsYourSign #LaptopLifestyle #CareerFreedom,vcvocal,"November 5, 2025 at 1:28 PM",https://bsky.app/profile/vcvocal.bsky.social/post/3m4voifcars2k,2,[]
157,💼 USA Remote Jobs 🇺🇸 Work from home & earn $100–$300 weekly! No experience needed ✅ Flexible hours 🕒 | Weekly Pay 💵 👉 Apply Now: shorturl.at/Rqgow #USAJobs #WorkFromHome #HiringNow #RemoteWork #OnlineJobs,robertmbron881,"November 4, 2025 at 8:53 AM",https://bsky.app/profile/robertmbron881.bsky.social/post/3m4sonpr2lt2y,2,[]
158,Why wait for the future? Work remote now! 🔗 eazyearning.online #RemoteWork #JobSearch #Careers #RemoteJobs #WorkFromHome,Eazy Earning,"October 12, 2025 at 3:59 PM",https://bsky.app/profile/eazyearning.bsky.social/post/3m2zielpiz22d,2,[]
159,"If interested in working from home, please join our email list, for work from home offers. zurl.co/7guvr You can also visit our website: zurl.co/CThsm #fyp #workfromhome #remotework #joinus",She Israel,"October 27, 2025 at 3:43 PM
",https://bsky.app/profile/sheisrael.bsky.social/post/3m476hsdmxg2n,2,[]
160,"🚀 Launch your DONE-FOR-YOU coaching biz today — no tech, no guesswork!🚀You don’t need to coach anyone — just collect the leads & 100% of the sales!🚀LIMITED SPACE AVAILABLE! Watch demo HERE -> tinyurl.com/launchyrcoac... #SideHustle #WorkFromHome #PassiveIncome #MakeMoneyOnline #DONEFORYOU",Side Hustle Box,"October 26, 2025 at 11:11 PM",https://bsky.app/profile/bestsidehustle.bsky.social/post/3m45h2kzpjs2h,2,[]
161,"Tired of hustling nonstop? I was too — until $1,200/month started flowing in like clockwork. 💸🔥 More freedom. Less stress. Ready to turn your side hustle into steady income? 👉 shorturl.at/SqyY9 #MakeMoneyOnline  #WorkFromHome #PassiveIncome #FinancialFreedom #OnlineBusiness #EarnFromHome #Money",The Profit Lab,"October 23, 2025 at 2:27 PM",https://bsky.app/profile/theproftlabs.bsky.social/post/3m3uylj3dfk2o,2,[]
162,🔥 Turnkey AI Business Opportunity ✅ No stress ✅ No dev work ✅ 100% profit potential Your brand. Your AI tools. 👉 direct.me/planifyxsoft... #AIBusiness #WhiteLabelTools #DigitalBiz #StartupHack #EarnFromHome #PlanifyXSoftware,Planify X Software,"October 23, 2025 at 2:27 PM",https://bsky.app/profile/builtbymatthew.bsky.social/post/3lqaldqijnb2s,2,[]
163,🚨 We're Hiring: Freelance Paid App Reviewer! 🚨 Join our team and get paid for reviewing apps! Work from home with flexible hours. Apply now 👉 bit.ly/WritingRevie... #FreelanceJobs #WorkFromHome #RemoteWork #AppReviewer #PaidReviews #SideHustle #JobOpportunity #FlexibleJobs #WFH #EarnFromHome,Abhaya Arya,"December 22, 2024 at 12:09 PM",https://bsky.app/profile/abhayaarya.bsky.social/post/3ldvvtgyqsk2l,2,[]
164,"Work from anywhere, anytime. Your opportunity for extra income and flexibility starts here. Apply at zurl.co/pQC96 #BeYourOwnBoss #RemoteWorkLife #EarnFromHome",Kaizen Advance,"March 10, 2025 at 11:59 AM",https://bsky.app/profile/kaizenadvance.bsky.social/post/3ljzwal6yw42z,2,[]
165,,,,,,[]
166,,,,,,[]
167,,,,,,[]
168,,,,,,[]
169,,,,,,[]
170,,,,,,[]
